OBJECTID,Have_you_been_interviewed_about_shark_bite_offs_before,How_many_times_have_you_fished_from_this_boat_ramp_before,How_many_days_have_you_fished_from_a_boat_this_year,How_many_years_have_you_been_fishing_for,Home_postcode,What_is_your_income_before_tax,Guid,GlobalID,CreationDate,Creator,EditDate,Editor,# times fished from boat in last 12 months?,# times doing NEX last 12 months??,# years fishing?,# years doing NEX?,"Are you a diver? If so, what is your certification?","If DIVING, # dives?",What year were you born?,Home postcode,"If VISITOR, where are you staying?","If OTHER, where are you staying",FINISH SURVEY ,Male or Female,Describe party,Boat length,Boat Type ,Boat name or number
679,,,,,,,3df0d20b-0980-4210-9975-80d69fcd4bdc,086adda0-3a08-4704-b524-b68f48025d98,3/30/2021 8:51:47 AM,Harrison.Carmody_UWA,3/30/2021 8:51:47 AM,Harrison.Carmody_UWA,Monthly,Weekends in summer,20 YEAR’S,,,,1982,Perth,Exmouth,,,Male,Family of 4,,,
680,,,,,,,d0007372-5100-42f8-90b3-ceffecb71881,134c9755-a50a-4d3b-82e3-4b5f6a0e7213,3/30/2021 8:55:13 AM,Harrison.Carmody_UWA,3/30/2021 8:55:13 AM,Harrison.Carmody_UWA,Year;y,Weekly,1,20,,,1982,,,,,Female,Family,,,
681,,,,,,,53f2bb3d-0cdf-4cd2-8395-bec7d0c54d9b,f6106ab0-9647-41a5-9be7-a1d433afa6b3,3/30/2021 9:02:41 AM,Harrison.Carmody_UWA,3/30/2021 9:02:41 AM,Harrison.Carmody_UWA,3 weekly,3 weekly,10,10,DM,1000,1992,Ex,,,,Female,3 mates,4,C,Sa789 (unsure)
682,,,,,,,9094eeeb-f9da-45a3-a822-fa71ad77158a,c2dd8721-b14c-4dfe-b5e3-0e760973b5a5,3/31/2021 2:51:21 AM,Harrison.Carmody_UWA,3/31/2021 2:51:21 AM,Harrison.Carmody_UWA,3,4,0,10,OW,12,1995,6062,RACHolPark ,,,Male,2 young guys,3,C,Bc355
683,,,,,,,df8a062f-7490-4ee2-a82c-e5f81e4012f0,1270e071-589b-41f2-a576-c180c77ae0a9,3/31/2021 3:12:17 AM,Harrison.Carmody_UWA,3/31/2021 3:12:17 AM,Harrison.Carmody_UWA,50,100,30,30,None,,1983,Local,,,,Male,Solo surfer,3,C,Cj042
684,,,,,,,6279a937-19d1-4a02-a6f4-200a5439f3bc,acccd390-e79c-4c17-a451-f735c09321a7,3/31/2021 3:28:26 AM,Harrison.Carmody_UWA,3/31/2021 3:28:26 AM,Harrison.Carmody_UWA,7,,38 year’s,,OW,6,1979,6230,YardieHomestead,,,Male,Couple ,3,C,G0769
685,,,,,,,b391776c-fd84-48b0-8b9c-aeb0c5d2a235,3c52524a-c37a-40aa-997b-3a9600fb646c,3/31/2021 4:04:17 AM,Harrison.Carmody_UWA,3/31/2021 4:04:17 AM,Harrison.Carmody_UWA,4 weeks on boat    ,,2 year’s,,AOW,20,1990,6020,YardieHomestead,,,Male,2 guys,5,G,Dd386
686,,,,,,,74054b4e-f39c-43a3-a67d-9516a604be75,14b65cd3-c262-473f-950d-f3c21537e6da,3/31/2021 9:20:47 AM,Harrison.Carmody_UWA,3/31/2021 9:20:47 AM,Harrison.Carmody_UWA,Holiday hobby,,45,,None,,1959,6714,YardieHomestead,,,Male,Couple,,,
687,,,,,,,d536c471-3409-43ca-bce9-8c76a95fd739,19f6b125-6407-470e-97f5-50b8d72a4f40,3/31/2021 9:27:37 AM,Harrison.Carmody_UWA,3/31/2021 9:27:37 AM,Harrison.Carmody_UWA,Holiday hobby,,30,,None,,1989,6753,Exmouth,,,Female,"3 couples, 6 kids (3b3g)",,,
688,,,,,,,70348328-7bf7-4b4c-9502-e040ec264a7f,174bfcab-186f-4422-be32-994e03acf6cf,3/31/2021 11:51:01 AM,Harrison.Carmody_UWA,3/31/2021 11:51:01 AM,Harrison.Carmody_UWA,No,2 week,,15,Instructor,,1998,Exmoth,,,,Male,Solo,,,
689,,,,,,,670711f2-1c12-4296-bbff-9750205affea,8b195a65-5cbe-46be-b800-27f7538d7dcc,4/1/2021 7:10:39 AM,Harrison.Carmody_UWA,4/1/2021 7:10:39 AM,Harrison.Carmody_UWA,2 month,,15,15,DM,,1989,,,,,Male,2m,2,C,
690,,,,,,,475f3a0f-0363-47e1-a9f2-7993425ac1a1,2aeb43ae-049c-4d75-a7c6-b8f31a01dbb0,4/1/2021 7:29:30 AM,Harrison.Carmody_UWA,4/1/2021 7:29:30 AM,Harrison.Carmody_UWA,Holiday hobby,,,,,,1956,6280,Exmouth,,,Female,Couple,5,B,Free radical
691,,,,,,,6d3a89c4-c1d8-4225-b780-17a0565cedf2,f3cb2f1b-a1e8-4307-a566-d5e6b952ccc9,4/1/2021 7:42:56 AM,Harrison.Carmody_UWA,4/1/2021 7:42:56 AM,Harrison.Carmody_UWA,Holiday hobby,,,,OW,,1993,6076,NingalooBreeze,,,Male,"Couple, with 8 kids , interviewed one of the older kids",3,F,
692,,,,,,,49cff523-3d50-4ae5-8242-c04c0044010f,d482c4a5-7387-46f8-a10c-64804ef7bab7,4/1/2021 9:00:35 AM,Harrison.Carmody_UWA,4/1/2021 9:00:35 AM,Harrison.Carmody_UWA,12 days month,,45,,None,,1962,Exmouth,,,,Male,Solo,4,F,Hook-up ge657
693,,,,,,,ed2be03c-a6b6-4b43-b5d0-9fb9e53fb633,0a399c1c-e993-4258-9a96-c31e4548d430,4/1/2021 9:12:56 AM,Harrison.Carmody_UWA,4/1/2021 9:12:56 AM,Harrison.Carmody_UWA,10  ho;ODST hobby,,20,,None,,1992,6112,Exmouth,,,Male,Couple and m friend,5,G,
694,,,,,,,92e8c23e-42a7-45bb-8735-faf59b33ca58,234c20c9-d1e6-40a6-a878-52ad6a7727f1,4/2/2021 1:54:30 AM,Harrison.Carmody_UWA,4/2/2021 1:54:30 AM,Harrison.Carmody_UWA,0,,0,,None,,1964,6056,RACHolPark ,,,Female,Wife watching husband surf,,,
695,,,,,,,723968da-ccfa-4b53-a979-2261988d77b2,44a5933c-b74c-411d-9dda-6ae474c74f0c,4/2/2021 2:04:11 AM,Harrison.Carmody_UWA,4/2/2021 2:04:11 AM,Harrison.Carmody_UWA,2 weekly,,50,,None,,1961,Local,,,,Male,Solo local ,,,
696,,,,,,,29178aff-decc-4d40-8047-5cab8409513d,f3ed5e9e-98fd-4ff0-b172-7105db045a13,4/2/2021 2:28:15 AM,Harrison.Carmody_UWA,4/2/2021 2:35:11 AM,Harrison.Carmody_UWA,4,,5,,None,,1975,Local,,,,Female,Mum watching kids surf,,,
697,,,,,,,d9aee65c-0fcd-40b0-a147-312270f4ab60,99ae61a7-ae77-46be-a4d9-bc74437027cc,4/2/2021 3:19:13 AM,Harrison.Carmody_UWA,4/2/2021 3:19:13 AM,Harrison.Carmody_UWA,Weekly,,3,,None,,1995,Local,,,,,,,,
698,,,,,,,28ab24b1-3797-4592-86ca-8e5d54ac28f8,87d2f296-9087-46c1-9269-f159c829c7e5,4/2/2021 3:27:18 AM,Harrison.Carmody_UWA,4/2/2021 3:27:18 AM,Harrison.Carmody_UWA,0,,0,,None,,1968,6020,MantaResort,,,Male,Couple,,,
699,,,,,,,3df60d55-660a-4913-9127-e17a218c9fde,8ef12c44-e910-4922-8304-c283f9b08f42,4/4/2021 3:22:28 AM,Harrison.Carmody_UWA,4/4/2021 3:22:28 AM,Harrison.Carmody_UWA,1weekly,Fortnightly,28,Life,AOW,62,1991,Safety bay Rockingham ,Exmouth,,,Male,Couple,5,E,En776
700,,,,,,,f495d61c-6f01-4107-b075-9373f28b8fa5,eaeeb351-d666-48d6-bb2c-6442b1b7cb35,4/4/2021 3:26:49 AM,Harrison.Carmody_UWA,4/4/2021 3:27:20 AM,Harrison.Carmody_UWA,Weekly,Fortnightly,Life,Life,,,1992,Rockingham,Exmouth,,,Female,Couple,5,E,En776
701,,,,,,,f0185d4a-c0a7-4f7d-9b88-65031a417486,50c46a77-17ef-4e78-8d47-86c6319af215,4/4/2021 3:39:21 AM,Harrison.Carmody_UWA,4/4/2021 3:39:21 AM,Harrison.Carmody_UWA,0,Weekl,10nyears,Life,,,1976,Maratha ,YardieCamp,,,Male,Mum dad and 3 kids,,,
702,,,,,,,b17aa3ac-bf7d-4add-96df-2acdef0461a3,a3d172d3-2e0b-466b-a4f3-0a54374354dd,4/4/2021 4:05:21 AM,Harrison.Carmody_UWA,4/4/2021 4:05:21 AM,Harrison.Carmody_UWA,2,Second daily,10,10,,,1970,Bunbury,Exmouth,,,Male,Couple,4,,"A rental, dropped them off"
703,,,,,,,baa6a523-3bd0-4e7b-b3d7-2430b8b43dab,8e5660cd-9a95-4f02-bc50-7169f2a9cc07,4/4/2021 4:12:55 AM,Harrison.Carmody_UWA,4/4/2021 4:12:55 AM,Harrison.Carmody_UWA,2,Every second day,"10 year’s, having a go but mostly bystander",Life,,,1970,Bunbury,Exmouth,,,Female,Couple,,,"A rental, they got dropped off"
704,,,,,,,f157cf93-391f-4f4e-8f27-9e655232d48f,82de8bb4-8bb1-4197-8753-82e86563bce7,4/5/2021 1:56:13 AM,Harrison.Carmody_UWA,4/5/2021 1:56:13 AM,Harrison.Carmody_UWA,Weekly,Weekly,43,43,OW,300+,1973,6281,Exmouth,,,Male,Couple of mates,,,
705,,,,,,,99ba70e9-0d70-468a-b931-9e4ee056f6af,120baf78-7fed-4501-bfa9-c37625703536,4/5/2021 2:38:38 AM,Harrison.Carmody_UWA,4/5/2021 2:40:41 AM,Harrison.Carmody_UWA,,5-10,,Periodically through life,,,1979,6065,Exmouth,,,Female,Two women two girls,,,
706,,,,,,,e48384f3-2994-4c70-8012-14adbea25912,530fe383-d37c-4266-9b0f-92927a23acdd,4/5/2021 2:43:22 AM,Harrison.Carmody_UWA,4/5/2021 2:44:24 AM,Harrison.Carmody_UWA,,5-10,,Periodically,,,1963,6065,Exmouth,,,Female,Two women two girls,,,
707,,,,,,,2ea09b68-41ee-453b-aeaa-597577fea5db,48da8ffa-9cae-4678-aa01-505910879def,4/5/2021 2:55:21 AM,Harrison.Carmody_UWA,4/5/2021 2:55:21 AM,Harrison.Carmody_UWA,Monthly,Fortighlty,Life,Life,,,1960,"Ex, also elsewhere",,,,Male,Family ,,,
708,,,,,,,1d60fe31-0413-45cf-a4b6-789e1e55069d,2279e07e-7865-49be-a64a-f678467fe22e,4/5/2021 2:58:47 AM,Harrison.Carmody_UWA,4/5/2021 2:58:47 AM,Harrison.Carmody_UWA,1,Monthly,Life,Life,,,1988,6122,Exmouth,,,Female,Family,,,
709,,,,,,,7e72e87b-e82e-4d33-8496-fc324a5e58a3,5914d691-bdc9-45e9-af11-174cf706454c,4/5/2021 3:01:04 AM,Harrison.Carmody_UWA,4/5/2021 3:01:04 AM,Harrison.Carmody_UWA,0,Weekly,0,Life,,,1961,Ex,,,,Female,Family,,,
710,,,,,,,01029d9a-250b-4066-8ad1-c0f6778919d2,017d0ae8-1aa4-4831-a652-5f6aeeb7b1fa,4/5/2021 3:21:44 AM,Harrison.Carmody_UWA,4/5/2021 3:21:44 AM,Harrison.Carmody_UWA,Monthly,2-3,Life,Life,,,2000,6243,Exmouth,,,,,,,
711,,,,,,,7bf7f511-4956-4f31-9eb5-c3e4295b2fc1,d2207207-621d-4db3-aa9c-b997bb17ec8c,4/5/2021 3:24:08 AM,Harrison.Carmody_UWA,4/5/2021 3:24:28 AM,Harrison.Carmody_UWA,1,2-3,Life,Life,,,2001,6243,Exmouth,,,Male,3. Mates,,,
712,,,,,,,bbc1711d-aa1f-4520-9bae-63b61c2044b6,fe50ef57-b61e-47c6-b02b-000afad35117,4/5/2021 3:26:40 AM,Harrison.Carmody_UWA,4/5/2021 3:27:13 AM,Harrison.Carmody_UWA,1,2-3,Life,Life,,,2001,6243,Exmouth,,,Male,3 mates,,,
713,,,,,,,7586384d-9293-4fc6-9d17-0fdaf856f745,c225335a-aeaa-4c61-8e6e-5786182247ed,4/5/2021 4:05:53 AM,Harrison.Carmody_UWA,4/5/2021 4:05:53 AM,Harrison.Carmody_UWA,,20,0,Life,,,1964,Perth,Exmouth,,,Female,Two women hanging,,,
714,,,,,,,a02605a7-d97e-4e1e-8a11-190e10208ed1,f71d195b-da0c-425b-9b80-8550a74420a0,4/5/2021 4:08:17 AM,Harrison.Carmody_UWA,4/5/2021 4:08:17 AM,Harrison.Carmody_UWA,0,Weekly,"Used to, sporadically , not anymore",Life,,,1968,Ex,,,,Female,Two mates,,,
715,,,,,,,94903f4b-7080-4690-8b17-2d22b396aba9,383579ac-70e9-4993-b0e5-a409b3d3df14,4/5/2021 4:15:05 AM,Harrison.Carmody_UWA,4/5/2021 4:15:05 AM,Harrison.Carmody_UWA,10,Twice weekly,45,45,,,1963,Ex,,,,Male,With two ladies,,,
716,,,,,,,61d8a278-e1ff-41e4-b8ab-c8f37f4fd4ca,00d8d106-1d19-4b3c-8618-e2a51aa5cada,4/5/2021 6:46:59 AM,Harrison.Carmody_UWA,4/5/2021 6:46:59 AM,Harrison.Carmody_UWA,0,,0,,None,,2000,Local,,,,Female,Young couple,,,
717,,,,,,,766863fd-eda8-407e-8b7c-5cb5c21a2b70,ed9539d2-9ecd-46d0-a5ca-bbc027d49948,4/5/2021 6:57:21 AM,Harrison.Carmody_UWA,4/5/2021 6:57:21 AM,Harrison.Carmody_UWA,10,0,18,0,None,,1996,7250,MesaCamp,,,Male,"Guy chilling, mates in the water",,,
718,,,,,,,31e0df74-f984-4e3d-a95d-94aa973be3da,813d46b6-05ee-4d03-a01f-f500662b3db1,4/5/2021 7:09:48 AM,Harrison.Carmody_UWA,4/5/2021 7:09:48 AM,Harrison.Carmody_UWA,0,3,0,15,OW,,1996,7275,MesaCamp,,,Male,Young guy reading. Mates in water. From Tasmania,,,
719,,,,,,,166f99ea-1c00-4c59-908b-cd30f7634ee1,1fc22a99-3bb0-44a5-a3ff-a6992308bb54,4/5/2021 7:29:13 AM,Harrison.Carmody_UWA,4/5/2021 7:29:13 AM,Harrison.Carmody_UWA,0,10,0,2,None,,1998,Local,,,,Male,,,,
720,,,,,,,0921a7c5-f82e-48c7-ba1e-5976bb9ab050,a0d59e03-6bef-41b6-9b80-183a830ccdc6,4/5/2021 7:34:59 AM,Harrison.Carmody_UWA,4/5/2021 7:34:59 AM,Harrison.Carmody_UWA,0,3,0,10,None,,1991,6751,RACHolPark ,,,Male,Couple,,,
721,,,,,,,d101a584-9421-4a51-82ee-a7ffc1cf544e,ae791690-306a-422c-ab67-09381ff295af,4/5/2021 8:25:32 AM,Harrison.Carmody_UWA,4/5/2021 8:25:32 AM,Harrison.Carmody_UWA,0,6,0,Whole life,AOW,,1969,6076,RACHolPark ,,,Female,,,,
722,,,,,,,981efd86-39c0-4c1c-9cef-aa8162becd06,8447cf38-6c23-44b7-b522-458f7e3996c9,4/6/2021 7:23:24 AM,Harrison.Carmody_UWA,4/6/2021 7:23:24 AM,Harrison.Carmody_UWA,Weekly,Daily,Life,Life,,,1986,Ex,,,,Female,,7,E,Fl2704na 
723,,,,,,,2067d215-c6af-49df-9327-690d43b97566,3d0da2f0-4659-4c75-aa8c-59a455fd174f,4/6/2021 7:27:00 AM,Harrison.Carmody_UWA,4/6/2021 7:27:00 AM,Harrison.Carmody_UWA,Weekly,Daily,Life,Life,,,1972,Ex,,,,Male,Family,7,E,
724,,,,,,,fcbfb2fb-0efc-4f7c-9402-fc3066122291,a1405893-dfed-4103-adfe-7e9850bf8b54,4/6/2021 7:33:04 AM,Harrison.Carmody_UWA,4/6/2021 7:33:04 AM,Harrison.Carmody_UWA,Monthly,Monthly,40,40,OW,1000,1978,Perth,Exmouth,,,Male,Dad and son,4,C,420 busts 98
725,,,,,,,82410ee8-b3b6-4505-a4ba-da1c223046c4,9697f0d7-d471-4d44-8d3b-6e66002dc679,4/6/2021 7:37:33 AM,Harrison.Carmody_UWA,4/6/2021 7:37:33 AM,Harrison.Carmody_UWA,,,Life,Life,,,1963,,,,,,Family,6,E,Bm093
726,,,,,,,ae0ccc70-faef-4938-9a10-78791113c1d0,fc1e35d6-4e1a-42ff-93ab-e38f9e94da72,4/6/2021 7:41:02 AM,Harrison.Carmody_UWA,4/6/2021 7:41:02 AM,Harrison.Carmody_UWA,4,5,Life,Life,,,1976,Perth,,,,Male,Couple,,,
727,,,,,,,4bbeb5cf-a9b4-4ab8-a7ae-58209256c5e7,7ed0d13f-0992-4300-ba41-4bec4b8caa07,4/6/2021 7:56:06 AM,Harrison.Carmody_UWA,4/6/2021 7:56:06 AM,Harrison.Carmody_UWA,Every couple of months ,,Life,,,,1977,Mandurah,Exmouth,,,Male,,10,F,Eb269
728,,,,,,,44fbd27f-ec15-4e69-bb9e-13e6a1885433,04b9eb7f-3e79-4be7-8006-9edd88f1a889,4/6/2021 8:03:33 AM,Harrison.Carmody_UWA,4/6/2021 8:04:23 AM,Harrison.Carmody_UWA,10 hrs monthly,,68,,,,1948,Dunsborough ,Exmouth,,,Male,Big family,7,F,Eg408
729,,,,,,,47436148-ef85-40d3-b0d9-106030b17e41,e9f154d8-57cf-4e7c-b903-e4a894de0e26,4/6/2021 8:24:21 AM,Harrison.Carmody_UWA,4/6/2021 8:24:21 AM,Harrison.Carmody_UWA,Monthly,Bi monthly,Life,Life,,,1973,Perth,,,,,,,,
730,,,,,,,bc8e274c-6b2a-4979-9833-b63c4478e2ac,3661856e-ec7d-4ee6-bba0-2a405e0086d5,4/6/2021 8:32:16 AM,Harrison.Carmody_UWA,4/6/2021 8:32:16 AM,Harrison.Carmody_UWA,2,Weekly,Life,Life,,,2002,Binningup,,,,Female,,4,,Bf567
731,,,,,,,c4add27e-d22a-4742-a5ef-3dfa75cea644,f06ebede-b3c6-40c5-8040-0a396e7e8314,4/6/2021 8:42:42 AM,Harrison.Carmody_UWA,4/6/2021 8:42:42 AM,Harrison.Carmody_UWA,Everyday ,Everyday ,Life,Life,,,1987,Ex,,,,Male,,9,D,Gi569
732,,,,,,,277e3907-4870-4840-b00c-2ebf904fc73b,5cdaa27d-502d-4b6a-b6c3-ff12936dcb94,4/6/2021 8:52:25 AM,Harrison.Carmody_UWA,4/6/2021 8:52:25 AM,Harrison.Carmody_UWA,Daily,Daily,Life,Life,,,1989,Ex,,,,Male,,9,D,
733,,,,,,,d83fa4ce-b11c-4422-b619-e215a7e33044,758bc576-15b8-4d59-95d9-80f001331308,4/6/2021 9:03:42 AM,Harrison.Carmody_UWA,4/6/2021 9:03:42 AM,Harrison.Carmody_UWA,,,2,Life,Instructor,1200,1989,Ex,,,,Female,Mates,4,E,Gf318
734,,,,,,,ebe5636a-8d87-4b44-ab7f-5d0c0be2db56,5b27fd90-1b43-45b2-b98c-beb129db1399,4/6/2021 9:14:47 AM,Harrison.Carmody_UWA,4/6/2021 9:14:47 AM,Harrison.Carmody_UWA,0,,,5 year’s,Instructor,1000,1989,6707,,,,Male,3 mates,5,C,Ge283
735,,,,,,,5fe62c46-a9de-4f05-b566-f5a403344918,c5c559b2-c78d-4b7f-927b-1f888d832171,4/6/2021 9:31:10 AM,Harrison.Carmody_UWA,4/6/2021 9:31:10 AM,Harrison.Carmody_UWA,3,Quarterly,Life,Life,,,1981,To price ,Exmouth,,,Male,Family,7,D,00102
736,,,,,,,9382ee53-5dde-4236-a199-2261ddf6d34b,96cdc24a-3a12-497b-a85e-12d39d8af98c,4/7/2021 2:12:15 AM,Harrison.Carmody_UWA,4/7/2021 2:12:15 AM,Harrison.Carmody_UWA,,,,,,,1983,6210,CoralBay,,,Male,Couple 2 kids,,,
737,,,,,,,7b38f074-b706-40ba-b6f2-a42eb973fac8,072af39a-b62b-4190-b47d-4d6997fc40d9,4/7/2021 2:17:16 AM,Harrison.Carmody_UWA,4/7/2021 2:17:16 AM,Harrison.Carmody_UWA,,,,,,,1985,6210,CoralBay,,,Female,Couple 2 kids,,,
738,,,,,,,bee15e70-a246-410f-b28e-7aa246d52147,25592c4c-de30-4f56-a271-546c25a16b12,4/7/2021 2:28:33 AM,Harrison.Carmody_UWA,4/7/2021 2:28:33 AM,Harrison.Carmody_UWA,Month 2 ,,Life,,None,,1962,6530,CoralBay,,,Male,Two couples 2 kids,,,
739,,,,,,,c38783c3-4c39-40b7-b298-ddfdc2d710e2,86486014-8207-49a1-96f0-0a02d6722fdf,4/7/2021 2:36:18 AM,Harrison.Carmody_UWA,4/7/2021 2:36:18 AM,Harrison.Carmody_UWA,,,,,None,,1979,6028,CoralBay,,,Female,Couple teen kid,,,
740,,,,,,,fe8244b1-a774-46cc-b437-ecc71f4dbb44,807a5b90-fad1-4f7a-94e7-35288ebdfd2a,4/7/2021 2:44:59 AM,Harrison.Carmody_UWA,4/7/2021 3:10:57 AM,Harrison.Carmody_UWA,Holiday hobby,,Life,,None,,1975,6028,CoralBay,,,Female,2f1k,,,
741,,,,,,,ebf0724e-ba27-4f16-b59a-4142adeed33a,8a58b0e7-e37b-4f50-94c5-73d3ff65ff9c,4/7/2021 3:09:57 AM,Harrison.Carmody_UWA,4/7/2021 3:10:22 AM,Harrison.Carmody_UWA,No,,,,None,,1967,6027,CoralBay,,,Female,2f 1 kid,,,
742,,,,,,,d10ba0c6-723d-4633-aa87-e361589a91b4,bfdd0c1a-148d-4196-80b4-6c208c3a8845,4/7/2021 4:03:47 AM,Harrison.Carmody_UWA,4/7/2021 4:04:42 AM,Harrison.Carmody_UWA,1 month,,Life,,None,,1980,6210,CoralBay,,,Male,2m 1 teen boy,5,E,Bo218
743,,,,,,,aacecd22-1925-4b4e-a783-e666afcc7cdc,91471f4a-504e-4c15-9396-345c7f95f403,4/7/2021 4:23:37 AM,Harrison.Carmody_UWA,4/7/2021 4:30:56 AM,Harrison.Carmody_UWA,Holiday hobby,,Life,,None,83,1979,6225,CoralBay,,,Male,3m1teenb,4,E,Aj914
744,,,,,,,4f8a08c4-4230-4b96-8ff2-c45057b4de28,5c73fadc-3b32-4c41-b186-5f9dc4cb8b50,4/7/2021 4:30:22 AM,Harrison.Carmody_UWA,4/7/2021 4:30:22 AM,Harrison.Carmody_UWA,Holiday hobby,,Life,,None,,1976,6225,CoralBay,,,Male,3m 1teenb,4,E,Aj914
745,,,,,,,2b1ef1e6-e550-4ffb-86e2-8ab707f72cf3,5afbd030-6593-4939-abe9-00c9ba362aa0,4/7/2021 4:43:06 AM,Harrison.Carmody_UWA,4/7/2021 4:51:08 AM,Harrison.Carmody_UWA,Holiday hobby,,Life,,None,,1964,6135,CoralBay,,,Male,2 couples 3 kids,4,E,
746,,,,,,,2a663f5d-a473-43f9-9869-1057a5aacdbb,96943915-e7ab-4edb-96b5-504a21a1c700,4/7/2021 4:57:06 AM,Harrison.Carmody_UWA,4/7/2021 4:57:06 AM,Harrison.Carmody_UWA,Holiday hobby: went fishing yesterday and caught a few fish but bout 6 depredations (said post survey in conversation ),,Life,,None,,1967,6450,CoralBay,,,Male,2 couples 3kids,4,E,
747,,,,,,,84290828-f434-4726-b547-7edded87f745,31f4b91a-fcb4-46d9-9750-086967209c3e,4/7/2021 5:03:51 AM,Harrison.Carmody_UWA,4/7/2021 5:03:51 AM,Harrison.Carmody_UWA,1 m0nth,,Life,,None,,1983,6110,CoralBay,,,Male,1m and son,2,A,
748,,,,,,,90cf07b5-7598-41ba-8d56-6e1ff5d08093,28182805-653c-4e39-aa3a-8aae1c7390f1,4/13/2021 7:13:01 AM,Harrison.Carmody_UWA,4/13/2021 7:14:04 AM,Harrison.Carmody_UWA,4 times a week,,50,,None,,1951,5168 but travelling on the road last 7 years ,YardieHomestead,,,Male,Old traveling couple ,,,
749,,,,,,,76f964a2-adbd-4199-8110-885bdff94d34,7a2541ba-5bcf-4887-a3ed-5c707732b069,4/13/2021 7:33:06 AM,Harrison.Carmody_UWA,4/13/2021 7:33:06 AM,Harrison.Carmody_UWA,12,,20,,None,,1976,  6014? Perth ,RACHolPark ,,,Male,Dad with wife and kids,,,
750,,,,,,,8e97992c-5b91-4823-996a-2e8226650e3a,4294ee1f-5d2c-4fed-8e94-d7718e3fed07,4/17/2021 2:31:28 AM,Harrison.Carmody_UWA,4/17/2021 2:31:57 AM,Harrison.Carmody_UWA,0,,0,,None,,1988,2783,,NA camping in dune,,Male,,,,
751,,,,,,,bf8f13eb-af7d-4ca5-8336-b2d7f935423e,69dd542a-3204-44cf-9f86-c8608d9cf88e,4/17/2021 2:40:36 AM,Harrison.Carmody_UWA,4/17/2021 2:40:36 AM,Harrison.Carmody_UWA,3,1,40,0,None,,1977,6020,BayView,,,Female,,,,
752,,,,,,,be95fea3-b87c-40e9-9d0a-b36aa28f9b0f,3add39b6-588f-457d-bc8b-9ceaa5dab82d,4/17/2021 2:46:49 AM,Harrison.Carmody_UWA,4/17/2021 2:46:49 AM,Harrison.Carmody_UWA,0,,0,,None,,1985,6162,NingReefResort,,,Female,Mother with 2 kids,,,
753,,,,,,,1ec07d78-f725-460e-b732-2cf7dc20e99f,b0b5e0c3-fdbf-475d-8696-016cbd71e5fb,4/17/2021 2:53:06 AM,Harrison.Carmody_UWA,4/17/2021 3:36:09 AM,Harrison.Carmody_UWA,1,,15,,None,,1989,6164,BayView,,,Male,,,,
754,,,,,,,4279c6f1-fefe-4312-9473-3230763bfec8,0b278260-62be-479b-ac82-2b7647dee4a5,4/17/2021 3:02:23 AM,Harrison.Carmody_UWA,4/17/2021 3:02:46 AM,Harrison.Carmody_UWA,0,,0,,None,,1981,2088,NingReefResort,,,Female,Mother with kids,,,
755,,,,,,,e31870ef-7e90-43a5-acaa-edefbb20fab1,c9a8a92c-f8fd-48fa-89af-59746275de86,4/17/2021 3:10:11 AM,Harrison.Carmody_UWA,4/17/2021 3:10:11 AM,Harrison.Carmody_UWA,6,,30,,OW,,1970,6011,BayView,,,Male,Family,,,
756,,,,,,,484759f5-5d55-494d-944c-dc276be7d005,67270f82-bcdb-4c7e-b4e8-0aa60a92e254,4/17/2021 3:24:53 AM,Harrison.Carmody_UWA,4/17/2021 3:24:53 AM,Harrison.Carmody_UWA,2,,1,,None,,1992,6721,BayView,,,Female,3 French travellers,,,
757,,,,,,,484759f5-5d55-494d-944c-dc276be7d005,f53b80da-363f-4f94-8574-fcb341f52dab,4/17/2021 3:30:28 AM,Harrison.Carmody_UWA,4/17/2021 3:30:28 AM,Harrison.Carmody_UWA,2,,1,,None,,1990,6721,BayView,,,Male,3 French travellers,,,
758,,,,,,,484759f5-5d55-494d-944c-dc276be7d005,72bbc8f8-d6e6-4ed0-a8a1-c37ebdf44304,4/17/2021 3:31:00 AM,Harrison.Carmody_UWA,4/17/2021 3:31:00 AM,Harrison.Carmody_UWA,2,,1,,None,,1989,6721,BayView,,,Male,3 French travellers,,,
759,,,,,,,1ec07d78-f725-460e-b732-2cf7dc20e99f,648e8ade-7c64-4da9-acb2-97504311f0e3,4/17/2021 3:36:57 AM,Harrison.Carmody_UWA,4/17/2021 3:36:57 AM,Harrison.Carmody_UWA,0,,0,,None,,1988,6164,BayView,,,Female,Couple relaxing and drinking ,,,
760,,,,,,,2d94709d-237d-4ccc-9fb0-bd632ba8e887,f517c81a-034a-4d3a-895e-d6e69e8c1c5e,4/18/2021 9:00:48 AM,Harrison.Carmody_UWA,4/18/2021 9:00:48 AM,Harrison.Carmody_UWA,,,,,,,198,6010,TulkiCamp,,,Male,C,,,
761,,,,,,,a8f38fa1-f08a-476a-896f-a6ca2a99ed47,6f661ede-4564-478e-b270-2397889e2c52,4/22/2021 2:42:20 AM,Harrison.Carmody_UWA,4/22/2021 2:42:20 AM,Harrison.Carmody_UWA,50,,Whole life,,,,1965,6210,RACHolPark ,,,Female,1 couple,2,C,GP443
